Datetime,Load_MW,Wind_MW,PV_MW,ES_MW_Optimized,Gas_MW_Optimized,ES_SOC_Optimized
2023/1/2 23:00,100.1294787,47.07340533,0,50,3.05607337,53.55269457
2023/1/3 0:00,115.4899216,57.86491838,0,50,7.62500322,10
2023/1/3 1:00,118.0495564,80,0,2.616447376,35.43310902,7.383552624
2023/1/3 2:00,110.520821,80,0,-43.58457388,74.10539488,50.9681265
2023/1/3 3:00,98.80991594,80,0,9.852294133,8.957621807,41.11583237
2023/1/3 4:00,79.29575123,80,0,20.58355311,0,20.53227926
2023/1/3 5:00,57.02764065,76.84347639,0,-50,30.18416426,70.53227926
2023/1/3 6:00,40.99720289,75.2634929,3.441280244,50,0,20.53227926
2023/1/3 7:00,36.63454393,46.0177916,13.10026205,-26.9056338,4.422124082,47.43791306
2023/1/3 8:00,41.29348008,49.93963782,29.98978791,-50,11.36405435,97.43791306
2023/1/3 9:00,57.50366524,43.90392656,39.4909636,25.51471972,0,71.92319334
2023/1/3 10:00,77.11535635,42.48463399,52.03367736,-20.51970916,3.116754159,92.4429025
2023/1/3 11:00,99.80096606,51.6722193,60,16.6978385,0,75.74506399
2023/1/3 12:00,115.0511973,56.8161811,45.87124992,9.476122813,2.887643467,66.26894118
2023/1/3 13:00,120.9395455,71.39603861,42.53762877,-6.065142736,13.07102086,72.33408392
2023/1/3 14:00,114.4029999,80,25.14277609,32.27566045,0,40.05842347
2023/1/3 15:00,98.27594736,72.97831805,13.98775586,-12.8148695,24.12474295,52.87329297
2023/1/3 16:00,78.28381837,79.75744656,3.800512874,-19.64858821,14.37444715,72.52188119
2023/1/3 17:00,57.59469488,68.51455328,7.79E-31,28.42013171,0,44.10174948
2023/1/3 18:00,40.64008938,66.06391337,0,-37.36705531,11.94323132,81.46880478
2023/1/3 19:00,35.7034934,48.06384091,0,-14.71669839,2.356350884,96.18550318
2023/1/3 20:00,40.61024633,43.9697172,0,-12.18314332,8.823672448,108.3686465
2023/1/3 21:00,59.23745329,37.15729599,0,8.81390602,13.26625128,99.55474048
2023/1/3 22:00,78.75024503,40.11853523,0,24.6739917,13.9577181,74.88074878
2023/1/3 23:00,99.29604758,51.12039119,0,15.27764349,32.8980129,59.60310529
2023/1/4 0:00,112.5354065,66.97486842,0,17.18899041,28.37154767,42.81100959
2023/1/4 1:00,120.5588338,68.72459691,0,29.38697243,22.44726446,13.42403715
2023/1/4 2:00,116.0534634,72.72430703,0,2.936500149,40.39265622,10.487537
2023/1/4 3:00,98.78462317,80,0,6.368212208,12.41641096,4.119324795
2023/1/4 4:00,77.86049261,80,0,-3.414607649,1.275100259,7.533932444
2023/1/4 5:00,57.30113126,80,0,-34.69048577,11.99161703,42.22441822
2023/1/4 6:00,41.1207009,68.74879495,3.911270515,3.46375458,0,38.76066364
2023/1/4 7:00,35.65923424,53.97959533,13.45637302,-46.93099089,15.15425678,85.69165453
2023/1/4 8:00,42.19658895,38.22316955,26.4735859,35.95355738,0,49.73809714
2023/1/4 9:00,56.7233405,35.91442338,42.30006942,-11.93183427,0,61.66993141
2023/1/4 10:00,80.17673101,39.73561527,48.92979989,-0.856580287,0,62.5265117
2023/1/4 11:00,101.1026439,49.05175618,56.15388383,-15.25597923,11.15298312,77.78249093
2023/1/4 12:00,116.0805513,52.3084707,50.065608,5.623371519,8.083101081,72.15911941
2023/1/4 13:00,119.6831086,65.38056965,44.60787944,-3.033304776,12.72796429,75.19242418
2023/1/4 14:00,111.2645663,80,26.1033246,18.53106705,0,56.66135713
2023/1/4 15:00,98.88639762,80,12.82989095,-11.32268979,17.37919646,67.98404692
2023/1/4 16:00,78.63946949,71.6351855,3.84965366,-0.170597689,3.325228019,68.15464461
2023/1/4 17:00,55.6920388,70.24980075,8.17E-31,-5.870653943,0,74.02529855
2023/1/4 18:00,41.25489126,60.01933079,0,-28.93326316,10.16882363,102.9585617
2023/1/4 19:00,36.01244784,57.10660722,0,3.188049298,0,99.77051241
2023/1/4 20:00,42.0021693,40.55721153,0,-17.77058281,19.21554058,117.5410952
2023/1/4 21:00,57.06328666,46.44379336,0,-6.49581317,17.11530647,124.0369084
2023/1/4 22:00,80.58152992,47.80181338,0,16.10013714,16.6795794,107.9367713
2023/1/4 23:00,100.5166879,51.67399753,0,44.03374308,4.808947287,63.90302817
2023/1/5 0:00,116.2332365,66.67231909,0,42.02285348,7.53806393,17.97714652
2023/1/5 1:00,121.7695046,69.02267455,0,-31.09608331,83.84291336,49.07322983
2023/1/5 2:00,114.0980105,75.60092926,0,26.39851629,12.09856495,22.67471354
2023/1/5 3:00,95.58688597,80,0,13.64766263,1.939223337,9.027050904
2023/1/5 4:00,80.36286206,76.49337353,0,-11.37024908,15.23973761,20.39729998
2023/1/5 5:00,56.67075953,80,0,-50,26.67075953,70.39729998
2023/1/5 6:00,42.16209396,63.22793291,3.580840047,50,0,20.39729998
2023/1/5 7:00,35.80440695,63.178157,14.72662246,-50,7.89962749,70.39729998
2023/1/5 8:00,41.8890466,40.06139032,30.06834513,-32.50974992,4.269061071,102.9070499
2023/1/5 9:00,56.37302108,30.87021812,38.96941338,49.70306565,0,53.20398425
2023/1/5 10:00,77.61372753,44.34456835,54.63321997,-34.12809211,12.76403132,87.33207636
2023/1/5 11:00,97.26624283,50.44135351,60,-14.11633396,0.941223284,101.4484103
2023/1/5 12:00,117.6495175,69.93294083,51.11650243,15.7881878,0,85.66022253
2023/1/5 13:00,115.3334463,66.6596503,43.74803486,0.796457132,4.129304008,84.86376539
2023/1/5 14:00,113.0713877,80,25.79095675,-3.051989526,10.33242048,87.91575492
2023/1/5 15:00,99.50242466,80,13.43148709,2.597725142,3.473212428,85.31802978
2023/1/5 16:00,77.94038249,80,3.93293735,50,0,35.31802978
2023/1/5 17:00,57.70002425,77.21939052,8.66E-31,-28.36722958,8.847863307,63.68525936
2023/1/5 18:00,42.13721634,63.56926326,0,-28.04494165,6.612894735,91.73020101
2023/1/5 19:00,35.90761915,50.94486915,0,-18.99109522,3.953845222,110.7212962
2023/1/5 20:00,41.11188,39.08700924,0,22.73108177,0,87.99021446
2023/1/5 21:00,57.34322315,43.15581952,0,-5.034737902,19.22214153,93.02495236
2023/1/5 22:00,78.47343597,41.1941407,0,11.25724528,26.02204999,81.76770708
2023/1/5 23:00,98.02997717,56.87921781,0,1.665372631,39.48538673,80.10233445
2023/1/6 0:00,111.9415201,60.16762798,0,21.61500422,30.1588879,38.38499578
2023/1/6 1:00,122.3619199,65.73117512,0,16.7941285,39.83661628,21.59086728
2023/1/6 2:00,108.8518007,80,0,8.802503132,20.04929757,12.78836415
2023/1/6 3:00,99.27244018,74.77837338,0,-1.789411617,26.28347842,14.57777577
2023/1/6 4:00,76.64680474,73.58940149,0,-10.38674145,13.4441447,24.96451722
2023/1/6 5:00,56.40017415,60.30647298,0,29.936254,0,-4.971736779
2023/1/6 6:00,41.76082017,50.23685045,3.003491333,-16.88766087,5.408139257,11.91592409
2023/1/6 7:00,35.58126369,49.65556253,11.62653345,-24.43765171,0,36.3535758
2023/1/6 8:00,41.28619845,43.18756226,25.51352044,-35.51906002,8.104175766,71.87263582
2023/1/6 9:00,53.92679115,39.17880826,42.65619418,-37.03896301,9.130751722,108.9115988
2023/1/6 10:00,76.60678972,45.14135208,47.31499796,18.54966634,0,90.36193249
2023/1/6 11:00,98.73994993,52.49940334,56.72248047,20.18486148,0,70.17707101
2023/1/6 12:00,112.8670353,57.19314302,49.10877017,-2.868640573,9.433762683,73.04571158
2023/1/6 13:00,120.9328161,80,43.24784977,-14.20032605,11.88529238,87.24603763
2023/1/6 14:00,113.989795,76.47150814,31.42763731,-2.557662971,8.648312521,89.8037006
2023/1/6 15:00,97.95927826,80,13.30063971,28.80222094,0,61.00147967
2023/1/6 16:00,77.79153225,72.97401069,3.772426114,9.500077531,0,51.50140214
2023/1/6 17:00,55.67594219,76.12219946,9.50E-31,10.355393,0,41.14600913
2023/1/6 18:00,40.86838272,56.93219198,0,-27.92461388,11.86080462,69.07062302
2023/1/6 19:00,36.63235234,54.33978829,0,-30.99223608,13.28480013,100.0628591
2023/1/6 20:00,41.5049001,50.52182564,0,5.241210462,0,94.82164864
2023/1/6 21:00,57.41259668,36.68346056,0,-1.224103775,21.9532399,96.04575241
2023/1/6 22:00,78.44966168,43.92637244,0,10.76372622,23.75956302,85.2820262
2023/1/6 23:00,100.5133691,45.26416373,0,-2.892497227,58.1417026,88.17452342
2023/1/7 0:00,114.2656819,67.71264465,0,45.83842001,0.714617243,14.16157999
2023/1/7 1:00,118.212174,65.32065415,0,6.448314034,46.44320582,7.713265959
2023/1/7 2:00,111.0856522,80,0,-5.159955694,36.24560789,12.87322165
2023/1/7 3:00,101.953484,74.6015048,0,7.805174233,19.54680497,5.068047419
2023/1/7 4:00,79.82270165,80,0,-7.654678906,7.477380556,12.72272632
2023/1/7 5:00,55.34003481,79.25931911,0,-1.5743185,0,14.29704482
2023/1/7 6:00,41.84925965,63.24593374,3.316536737,-22.65179107,0,36.9488359
2023/1/7 7:00,35.78934358,49.52247456,13.76523473,-26.09140467,0,63.04024057
2023/1/7 8:00,41.48238872,51.07260032,29.21322215,2.236370873,0,60.8038697
2023/1/7 9:00,57.94330369,43.26277871,46.12765669,2.799676588,0,58.00419311
2023/1/7 10:00,78.20080053,48.59520719,51.00514082,-11.94847167,0,69.95266478
2023/1/7 11:00,97.72021895,51.18951859,58.41855704,-4.36302063,0,74.31568541
2023/1/7 12:00,111.8842776,63.01125597,54.60987871,0.480576628,0,73.83510878
2023/1/7 13:00,118.9055875,62.47217848,38.92441491,-0.946295787,18.4552899,74.78140457
2023/1/7 14:00,114.3782613,74.16886096,26.58993721,7.82879279,5.79067034,66.95261178
2023/1/7 15:00,97.50338972,67.99569656,12.36874029,49.59459527,0,17.35801651
2023/1/7 16:00,77.8445997,77.17809132,3.934575766,-14.71025814,11.44219075,32.06827464
2023/1/7 17:00,54.98003516,68.28687255,9.59E-31,-50,36.69316261,82.06827464
2023/1/7 18:00,41.18061931,61.82345748,0,-25.07183978,4.429001609,107.1401144
2023/1/7 19:00,35.81512038,54.83505991,0,50,0,57.14011442
2023/1/7 20:00,41.2847314,46.97995796,0,-34.73079268,29.03556612,91.8709071
2023/1/7 21:00,57.43545758,39.94133178,0,-13.0741332,30.568259,104.9450403
2023/1/7 22:00,76.89059191,45.0846991,0,18.29467422,13.51121859,86.65036608
2023/1/7 23:00,97.01454754,46.91762267,0,23.86799783,26.22892704,62.78236825
2023/1/8 0:00,114.5213633,73.32282613,0,11.8993192,29.29921797,48.1006808
2023/1/8 1:00,120.009318,80,0,-16.77485686,56.78417486,64.87553766
2023/1/8 2:00,111.1256338,80,0,23.03930364,8.086330158,41.83623402
2023/1/8 3:00,102.0399247,72.84215851,0,32.49034499,0,9.345889031
2023/1/8 4:00,74.64511899,66.06566164,0,-3.902238134,12.48169548,13.24812717
2023/1/8 5:00,56.89516074,65.65163779,0,-3.05928573,0,16.3074129
2023/1/8 6:00,41.49493731,65.10702702,3.85674262,-26.26220731,0,42.56962021
2023/1/8 7:00,35.13603048,45.23309672,13.76367843,34.46064457,0,8.108975641
2023/1/8 8:00,41.4458465,44.15265393,29.93355894,-10.45790695,0,18.56688259
2023/1/8 9:00,58.60996592,39.18015633,42.2576009,-18.96535835,0,37.53224094
2023/1/8 10:00,79.53649126,47.52709121,50.47263994,4.960279903,0,32.57196104
2023/1/8 11:00,100.1756251,55.55103505,57.14075805,-22.58919092,10.07302292,55.16115196
2023/1/8 12:00,115.0721749,72.47285172,52.09237915,-16.23556587,6.742509897,71.39671782
2023/1/8 13:00,121.5245379,80,43.76950483,-20.93330969,18.68834276,92.33002751
2023/1/8 14:00,113.3830228,75.29622094,25.10518865,-2.639831966,15.62144518,94.96985948
2023/1/8 15:00,98.2521072,80,14.4310675,29.40416034,0,65.56569914
2023/1/8 16:00,77.70756796,80,4.216729126,-8.139130056,1.62996889,73.70482919
2023/1/8 17:00,57.15155871,80,8.77E-31,-39.20513983,16.35669854,112.909969
2023/1/8 18:00,41.79114501,66.54841339,0,29.28401124,0,83.62595778
2023/1/8 19:00,36.14920218,49.20526648,0,-16.22642902,3.170364722,99.8523868
2023/1/8 20:00,41.33388664,52.5101457,0,-14.55320268,3.376943624,114.4055895
2023/1/8 21:00,59.97507127,29.39533383,0,29.28749648,1.292240957,85.118093
2023/1/8 22:00,81.45463773,46.99637963,0,9.46718588,24.99107222,75.65090712
2023/1/8 23:00,98.66539094,51.72365007,0,1.462452008,45.47928886,74.18845511
2023/1/9 0:00,114.1110274,54.02002314,0,-7.455814174,67.54681843,67.45581417
2023/1/9 1:00,117.3744233,72.40604901,0,34.10605625,10.86231804,33.34975792
2023/1/9 2:00,113.4686764,80,0,17.05288092,16.41579548,16.296877
2023/1/9 3:00,97.15064152,75.90687383,0,1.904345699,19.33942199,14.3925313
2023/1/9 4:00,78.55934076,75.02936724,0,1.174396288,2.355577232,13.21813501
2023/1/9 5:00,57.67207497,76.49937972,0,-26.17908462,7.351779869,39.39721963
2023/1/9 6:00,40.46765909,67.51154628,3.307005211,-23.9002125,0,63.29743213
2023/1/9 7:00,35.71276516,49.47579073,13.03317501,-25.44664548,0,88.74407761
2023/1/9 8:00,41.87115723,42.47481257,29.31205817,37.57054635,0,51.17353126
2023/1/9 9:00,57.55147062,37.22599826,39.11355063,-12.00755159,0,63.18108285
2023/1/9 10:00,77.67390966,44.0172183,54.84689365,-26.29103576,5.100833466,89.47211861
2023/1/9 11:00,94.38262767,53.59596301,57.68243564,-22.77445404,5.878683061,112.2465726
2023/1/9 12:00,116.9635583,57.36699364,47.34340342,4.773631233,7.479530007,107.4729414
2023/1/9 13:00,118.992521,65.87214953,43.06185155,50,0,57.47294142
2023/1/9 14:00,111.4493687,74.87302738,29.84089631,4.756334722,1.979110288,52.71660669
2023/1/9 15:00,102.2527926,80,12.88422969,0.645093036,8.723469874,52.07151366
2023/1/9 16:00,81.85586961,66.50298882,4.004217037,43.23819264,0,8.833321013
2023/1/9 17:00,55.35915213,80,7.98E-31,-31.32844013,6.687592256,40.16176114
2023/1/9 18:00,41.55142933,58.43824085,0,-29.29714705,12.41033553,69.45890819
2023/1/9 19:00,35.8962246,49.62151179,0,-19.26958845,5.544301257,88.72849664
2023/1/9 20:00,42.96077416,41.20540998,0,-15.18588626,16.94125044,103.9143829
2023/1/9 21:00,58.50349871,44.56014823,0,3.99294152,9.95040896,99.92144138
2023/1/9 22:00,76.74908877,39.13522285,0,16.6450685,20.96879742,83.27637288
2023/1/9 23:00,98.808276,50.76452284,0,8.957064792,39.08668837,74.31930809
2023/1/10 0:00,113.5141871,64.74509397,0,36.38289221,12.38620092,23.61710779
2023/1/10 1:00,121.9171335,73.1717115,0,4.058611208,44.68681079,19.55849658
2023/1/10 2:00,108.2156929,80,0,-50,78.2156929,69.55849658
2023/1/10 3:00,97.05116425,80,0,21.96220595,0,47.59629064
2023/1/10 4:00,76.78021101,80,0,-10.5456743,7.325885309,58.14196493
2023/1/10 5:00,57.85030965,55.48487481,0,6.955803087,0,51.18616185
2023/1/10 6:00,42.16045948,62.07741088,3.192375377,-21.93496657,0,73.12112842
2023/1/10 7:00,35.93544326,44.42095968,14.45276654,-2.161978749,0,75.28310717
2023/1/10 8:00,42.42702329,45.54570419,32.13460212,-16.83748931,0,92.12059649
2023/1/10 9:00,55.64687058,38.02443776,40.14726715,6.232905957,0,85.88769053
2023/1/10 10:00,78.05729161,46.55169139,46.65114085,24.65464916,0,61.23304137
2023/1/10 11:00,96.50642149,51.59645294,51.64650111,-13.77447085,7.037938287,75.00751222
2023/1/10 12:00,111.7147878,65.28818273,49.15459775,-6.432492698,3.704500018,81.44000492
2023/1/10 13:00,122.5292212,65.96604025,47.23441322,-2.145119785,11.47388752,83.5851247
2023/1/10 14:00,116.3855102,80,26.73828764,18.97084756,0,64.61427714
2023/1/10 15:00,97.78024901,67.85258595,14.92257887,6.277372407,8.727711783,58.33690473
2023/1/10 16:00,79.85563323,80,3.643300001,-7.025024433,3.237357662,65.36192917
2023/1/10 17:00,56.62845037,75.71225644,8.97E-31,-27.87827208,8.794466006,93.24020124
2023/1/10 18:00,42.56331724,61.08513977,0,39.63814616,0,53.60205508
2023/1/10 19:00,36.09849722,58.10750596,0,-15.01119801,0,68.61325309
2023/1/10 20:00,41.64123696,49.55477986,0,-40.83322092,32.91967802,109.446474
2023/1/10 21:00,56.60092182,34.82769486,0,13.25265236,8.520574605,96.19382166
2023/1/10 22:00,80.36085608,36.53219933,0,36.40076359,7.427893162,59.79305807
2023/1/10 23:00,100.4706318,49.10714345,0,-4.30370957,55.66719792,64.09676764
2023/1/11 0:00,115.0086087,51.99389203,0,18.46421727,44.5504994,41.53578273
2023/1/11 1:00,122.147592,68.08081838,0,20.07122109,33.99555253,21.46456164
2023/1/11 2:00,115.7714365,80,0,2.349110336,33.42232616,19.11545131
2023/1/11 3:00,98.1533234,79.51013952,0,6.792636986,11.85054689,12.32281432
2023/1/11 4:00,76.02334065,80,0,-23.25468166,19.27802231,35.57749599
2023/1/11 5:00,58.59805992,75.2434937,0,-19.41485879,2.769425014,54.99235478
2023/1/11 6:00,40.08941211,57.66193242,3.634234147,26.34923871,0,28.64311607
2023/1/11 7:00,35.90072567,46.46582426,13.71077273,-18.69606986,0,47.33918593
2023/1/11 8:00,42.08610807,51.05249811,26.84853262,28.3978312,0,18.94135473
2023/1/11 9:00,58.07343924,43.52965719,48.30745918,-10.0172891,0,28.95864384
2023/1/11 10:00,79.23252264,40.00215367,52.89036428,-21.64199951,7.982004201,50.60064335
2023/1/11 11:00,99.91990921,51.41399404,53.0482673,-13.41706181,8.874709677,64.01770516
2023/1/11 12:00,115.8261557,65.76606144,50.09169502,-2.771965697,2.740364937,66.78967085
2023/1/11 13:00,117.9398523,73.19887818,44.11762262,-21.76092886,22.38428036,88.55059971
2023/1/11 14:00,111.4850269,74.20986926,27.55249434,50,0,38.55059971
2023/1/11 15:00,99.72613081,79.34462666,14.46749202,18.43996762,0,20.1106321
2023/1/11 16:00,77.74686253,72.58099645,3.95673087,-5.92834348,7.13747869,26.03897558
2023/1/11 17:00,58.72362772,80,7.45E-31,-43.35589149,22.07951921,69.39486707
2023/1/11 18:00,42.24234298,65.65564399,0,-32.38180693,8.968505922,101.776674
2023/1/11 19:00,35.52127675,56.26677828,0,-0.055707257,0,101.8323813
2023/1/11 20:00,42.98514401,42.31405324,0,-16.87020691,17.54129768,118.7025882
2023/1/11 21:00,56.39856713,38.45855956,0,50,0,68.70258817
2023/1/11 22:00,82.52296408,53.09514289,0,-0.983519863,30.41134105,69.68610803
2023/1/11 23:00,98.46179248,55.03522855,0,14.18015804,29.24640589,55.50594999
2023/1/12 0:00,113.3411137,72.18420972,0,-37.16416468,78.32106866,97.16416468
2023/1/12 1:00,115.5654919,73.98565239,0,30.15454157,11.42529794,67.0096231
2023/1/12 2:00,113.9414788,80,0,19.73634457,14.20513423,47.27327853
2023/1/12 3:00,98.62491793,74.60278749,0,33.78120533,0,13.4920732
2023/1/12 4:00,75.93162576,80,0,-10.56971548,6.501341244,24.06178868
2023/1/12 5:00,58.80616363,59.33940709,0,0.979047529,0,23.08274115
2023/1/12 6:00,41.74938764,53.688178,3.837039053,-4.780302992,0,27.86304415
2023/1/12 7:00,36.0793974,53.95668718,13.91656343,-5.876425564,0,33.73946971
2023/1/12 8:00,40.55782781,38.59053957,26.55560873,-27.98385469,3.395534197,61.7233244
2023/1/12 9:00,56.73063393,47.11213603,40.05035113,-3.192154019,0,64.91547842
2023/1/12 10:00,76.84833947,41.50820993,57.51720335,-22.47711708,0.300043266,87.39259549
2023/1/12 11:00,102.2689329,50.05901323,54.23614558,-3.019706133,0.993480223,90.41230162
2023/1/12 12:00,111.8656244,60.1895031,50.67914357,2.418689689,0,87.99361194
2023/1/12 13:00,118.5570147,67.59375813,43.51905879,-4.946048934,12.39024671,92.93966087
2023/1/12 14:00,115.048188,71.04657976,32.3164585,9.40549231,2.27965743,83.53416856
2023/1/12 15:00,98.36456685,80,15.65183115,-6.014701567,8.727437267,89.54887013
2023/1/12 16:00,81.17766884,80,3.621921031,-12.59147869,10.1472265,102.1403488
2023/1/12 17:00,57.71776972,59.55901432,9.30E-31,50,0,52.14034882
2023/1/12 18:00,40.76886969,66.54905582,0,-50,24.21981387,102.1403488
2023/1/12 19:00,36.02912099,56.28234307,0,15.2411026,0,86.89924622
2023/1/12 20:00,41.3481242,41.02949594,0,-11.95672373,12.27535199,98.85596994
2023/1/12 21:00,58.0228794,40.22011184,0,7.579065037,10.22370252,91.2769049
2023/1/12 22:00,76.26363993,43.01521396,0,28.63084236,4.617583608,62.64606254
2023/1/12 23:00,101.7740463,57.79835617,0,9.024285789,34.95140434,53.62177675
2023/1/13 0:00,115.257374,60.82851456,0,18.22082301,36.20803643,41.77917699
2023/1/13 1:00,123.519256,69.46856375,0,0.910106617,53.14058563,40.86907038
2023/1/13 2:00,113.6781358,79.21674124,0,19.89806546,14.5633291,20.97100491
2023/1/13 3:00,97.32015616,80,0,0.808527369,16.51162879,20.16247754
2023/1/13 4:00,78.69539661,80,0,7.937559087,0,12.22491846
2023/1/13 5:00,56.71781344,80,0,1.098040547,0,11.12687791
2023/1/13 6:00,41.90550393,55.39482081,3.573404364,-8.008517247,0,19.13539516
2023/1/13 7:00,36.28979271,53.50985577,13.32091923,-50,19.45901771,69.13539516
2023/1/13 8:00,39.76349813,44.87096077,27.29318565,-37.42099404,5.020345746,106.5563892
2023/1/13 9:00,59.34640499,42.78420643,43.77650196,21.67934414,0,84.87704505
2023/1/13 10:00,75.23106506,39.6142189,49.89429366,9.079591827,0,75.79745322
2023/1/13 11:00,96.83487666,53.28487684,60,-19.50238139,3.052381208,95.29983461
2023/1/13 12:00,111.6744591,62.35261795,53.39475945,7.294362734,0,88.00547188
2023/1/13 13:00,118.3677919,65.00287301,37.62679241,4.586814729,11.15131175,83.41865715
2023/1/13 14:00,110.5689156,78.4959158,29.64025014,48.90216023,0,34.51649692
2023/1/13 15:00,99.49596025,80,14.64948709,-6.003124572,10.84959773,40.51962149
2023/1/13 16:00,77.54977892,80,3.768739769,-3.844061883,0,44.36368337
2023/1/13 17:00,54.99821937,73.60003801,9.14E-31,-6.027694772,0,50.39137814
2023/1/13 18:00,42.02836769,61.47524766,0,-19.61323702,0.166357053,70.00461517
2023/1/13 19:00,36.25295004,49.57999171,0,-24.27882344,10.95178177,94.2834386
2023/1/13 20:00,41.40173198,50.2583451,0,21.15084401,0,73.13259459
2023/1/13 21:00,56.11621401,44.13432894,0,-25.47298245,37.45486752,98.60557704
2023/1/13 22:00,79.46453846,48.18377879,0,50,0,48.60557704
2023/1/13 23:00,94.58331334,55.07393597,0,-10.37645225,49.88582962,58.98202929
2023/1/14 0:00,113.6593821,54.00810209,0,50,9.65128001,10
2023/1/14 1:00,121.5176982,67.39178863,0,-4.616269347,58.74217892,14.61626935
2023/1/14 2:00,114.4998892,80,0,-47.36058713,81.86047633,61.97685647
2023/1/14 3:00,102.7589783,78.93514178,0,50,0,11.97685647
2023/1/14 4:00,78.68610733,73.4212499,0,-12.51311223,17.77796966,24.48996871
2023/1/14 5:00,56.38896942,76.94780394,0,-19.76395394,0,44.25392264
2023/1/14 6:00,42.79434814,56.77486444,4.183148766,13.53659089,0,30.71733175
2023/1/14 7:00,36.60839807,50.78225103,13.71503532,-50,22.11111172,80.71733175
2023/1/14 8:00,42.70485866,47.23145411,27.01562027,-3.127189471,0,83.84452122
2023/1/14 9:00,56.33735349,49.42804167,32.9983603,4.309245075,0,79.53527615
